
5999	DFY	14731.5	125.145415417	14942	14437	D-edges 378 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 38 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 13 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5949	CSP	14295.3125	132.128592075	14640	14140	D-edges 373 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 28 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5948	BGD	14293.5625	150.343344029	14577	14033	D-edges 365 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 8
5947	CKT	14283.875	155.973505362	14571	14004	D-edges 368 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 29 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5946	C5C	14281.0	160.417813849	14513	13914	D-edges 362 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 29 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 9
5945	C3L	14279.625	124.387939025	14469	14039	D-edges 369 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 9
5944	CK7	14276.9375	162.128602022	14548	13984	D-edges 372 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 33 	NSUC.disc 11 	CSUC.disc 2 	min_CSUC.disc 5 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 13
5943	CK5	14272.0	108.718673649	14394	14026	D-edges 374 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 36 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 28 	NSUC.disc 11 	CSUC.disc 2 	min_CSUC.disc 5 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5942	CIT	14263.125	108.163576933	14491	14107	D-edges 381 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 31 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5941	CYS	14255.5625	239.906744577	14576	13797	D-edges 361 	D-max-degree 19 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5940	BFL	14255.5625	187.434978309	14566	13882	D-edges 364 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5939	BEG	14250.25	110.152451176	14490	14038	D-edges 363 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5938	BDD	14244.125	164.59680852	14556	14016	D-edges 364 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5937	CK6	14235.0	79.8467281734	14382	14070	D-edges 368 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 33 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5936	B5C	14218.625	149.456881324	14510	13912	D-edges 370 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5935	CWY	14216.125	188.186700845	14518	13824	D-edges 365 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 29 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5934	DB7	14215.625	153.389974819	14491	13859	D-edges 360 	D-max-degree 24 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 38 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 36 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 13
5933	BIW	14208.4375	123.03808798	14452	14010	D-edges 366 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 8
5932	BIM	14207.4375	157.973482249	14496	13924	D-edges 365 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5931	CPK	14201.6875	141.868212943	14473	13925	D-edges 372 	D-max-degree 25 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 36 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 7 	NSUC.conn 7 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 9
5930	A4N	14201.375	174.556894378	14513	13894	D-edges 365 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5929	CMZ	14199.4375	154.622915811	14562	13957	D-edges 362 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 39 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 34 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5928	C4T	14197.5	171.434389782	14475	13872	D-edges 363 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5927	BK2	14185.875	134.934185346	14430	13948	D-edges 366 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 33 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5926	COW	14184.9375	97.6501848117	14321	13957	D-edges 376 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 36 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 22 	NSUC.disc 11 	CSUC.disc 2 	min_CSUC.disc 5 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 12
5925	BM6	14179.8125	167.840407363	14646	13979	D-edges 366 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 8
5924	DCC	14174.1875	113.236598959	14337	13948	D-edges 381 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 17 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 41 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 34 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 0 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5923	BCA	14172.5625	173.685048561	14453	13811	D-edges 365 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 31 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 8
5922	CLA	14169.5	101.527705578	14448	13974	D-edges 370 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 29 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5921	C3K	14169.25	150.340239124	14426	13856	D-edges 367 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 36 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 31 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5920	C4D	14158.875	126.094644514	14337	13964	D-edges 369 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 9
5919	BAT	14158.625	149.445171802	14398	13842	D-edges 365 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5918	CPL	14155.75	172.483513705	14434	13884	D-edges 370 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 37 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 30 	NSUC.disc 10 	CSUC.disc 2 	min_CSUC.disc 4 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5917	BCL	14149.1875	188.736661366	14442	13703	D-edges 363 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5916	CSU	14139.125	173.183022768	14392	13761	D-edges 372 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 38 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 5 	NSUC.conn 5 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 11
5915	C5H	14137.625	114.658119534	14295	13810	D-edges 367 	D-max-degree 24 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 40 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 9 	NSUC.conn 9 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5914	BGQ	14137.1875	183.353217435	14565	13826	D-edges 369 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5913	BEH	14134.0	225.242646939	14649	13687	D-edges 366 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5912	CH5	14125.375	141.47078983	14349	13861	D-edges 362 	D-max-degree 23 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 27 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 9
5911	BDE	14124.0	149.64457892	14360	13836	D-edges 365 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 8
5910	AZN	14121.375	134.911487187	14378	13886	D-edges 369 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5909	CP3	14116.125	157.752129542	14384	13880	D-edges 373 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5908	CF2	14110.6875	139.797942917	14417	13847	D-edges 369 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 31 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5907	BAS	14107.875	169.609431857	14340	13758	D-edges 364 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 32 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5906	BCB	14101.4375	154.08965278	14400	13873	D-edges 366 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 33 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 8
5905	CVU	14099.375	138.330164371	14421	13870	D-edges 378 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5904	CST	14099.3125	149.59600544	14307	13788	D-edges 370 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 28 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 9
5903	CCG	14097.0	110.766646604	14296	13849	D-edges 381 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 39 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 6 	NSUC.conn 6 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5902	CCX	14092.8125	178.610686533	14356	13609	D-edges 377 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 27 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5901	BQ7	14088.125	173.138627622	14350	13661	D-edges 371 	D-max-degree 26 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 34 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5900	BPE	14085.9375	113.890006558	14311	13847	D-edges 370 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
