
5999	AFR	13935.125	214.467327057	14322	13467	D-edges 99 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5799	M3	12866.8125	156.697247403	13167	12506	D-edges 91 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5798	GJ	12859.625	180.663663682	13113	12538	D-edges 103 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 7
5797	HV	12858.0625	174.750704129	13179	12576	D-edges 104 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5796	KN	12855.0625	181.970282172	13118	12499	D-edges 96 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 6
5795	BG	12852.6875	171.198612272	13188	12519	D-edges 83 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 7
5794	UP	12841.875	145.894600226	13176	12639	D-edges 85 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 5 	NSUC-D-max-out-degree 5
5793	F7	12841.6875	153.828117858	13147	12555	D-edges 87 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5792	GU	12835.9375	131.988384314	13094	12632	D-edges 95 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 6
5791	ER	12833.875	133.99714316	13155	12617	D-edges 95 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 6
5790	FS	12816.625	213.612638613	13241	12548	D-edges 107 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5789	BS	12814.0	161.229262232	13110	12448	D-edges 107 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5788	ET	12812.3125	141.00342139	13029	12526	D-edges 96 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5787	HC	12806.1875	161.404855391	13215	12584	D-edges 105 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5786	G6	12799.875	217.655368358	13174	12273	D-edges 105 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5785	EY	12797.875	258.521970778	13211	12369	D-edges 104 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5784	B6	12790.0	196.292192917	13193	12255	D-edges 108 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5783	FP	12787.75	166.450255332	13169	12439	D-edges 102 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5782	NW	12781.125	355.665375564	13661	11871	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5781	DX	12780.5625	243.133957097	13220	12157	D-edges 96 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 13 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 7
5780	BK	12777.0	203.212634942	13088	12368	D-edges 106 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5779	F4	12771.5	263.68138918	13151	12277	D-edges 106 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 9
5778	LE	12770.125	227.774250904	13118	12317	D-edges 87 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5777	AHO	12767.0625	189.584898116	13064	12380	D-edges 103 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 8 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 4 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5776	KM	12766.0	141.296231372	12935	12457	D-edges 91 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 5
5775	E5	12758.125	281.366281518	13294	12259	D-edges 114 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 11 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5774	D2	12757.4375	162.223599065	13008	12450	D-edges 95 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 6
5773	DT	12755.6875	214.804480502	13202	12294	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5772	FU	12746.3125	245.611410247	13155	12246	D-edges 110 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 9
5771	ED	12742.9375	313.248397592	13191	12040	D-edges 104 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 11 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5770	AX	12733.8125	275.088671784	13238	12281	D-edges 117 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5769	DP	12731.875	190.88113939	13136	12432	D-edges 103 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5768	FZ	12718.4375	191.698320529	13076	12334	D-edges 98 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5767	EX	12697.0625	170.535358779	12936	12368	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 7
5766	E3	12694.4375	329.536790198	13356	12181	D-edges 95 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 13 	DD 6 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 7
5765	BT	12684.6875	306.662012391	13097	11930	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 6
5764	E6	12658.8125	293.333900775	13204	12043	D-edges 101 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 10 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5763	HX	12637.3125	355.933055284	13514	12128	D-edges 120 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 8
5762	H4	12631.0	183.650142935	12940	12320	D-edges 118 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 8
5761	EL	12613.0625	299.408055325	12980	11971	D-edges 84 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 6
5760	EV	12600.375	318.265587796	13106	11945	D-edges 91 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 9
5759	CA	12594.625	273.647326636	13009	12143	D-edges 116 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5758	DV	12587.4375	322.620901514	12890	11643	D-edges 99 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 6
5757	GB	12567.6875	314.410304926	13103	12045	D-edges 113 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 16 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5756	EB	12561.75	218.521595043	12976	12210	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5755	EK	12549.8125	217.114951912	12876	12113	D-edges 103 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5754	FN	12530.4375	212.042144617	12931	12212	D-edges 95 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 6
5753	LD	12527.25	403.823832259	13262	11740	D-edges 106 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5752	DI	12485.9375	584.036757057	13004	10436	D-edges 87 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 6
5751	FO	12451.4375	655.841822465	13220	10435	D-edges 96 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 10 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 8
5750	RX	12448.3125	181.264902405	12663	12058	D-edges 97 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 7 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 12
