
5999	FU7	3622.5	73.4557690042	3791	3493	D-edges 37 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5938	CTF	3457.9375	77.9731273821	3650	3361	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5937	FQ4	3457.6875	60.1900310994	3603	3365	D-edges 36 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5936	D27	3457.5625	73.9222300377	3600	3338	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5935	EMJ	3456.75	66.5896951487	3552	3292	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5934	DZH	3455.375	83.754011098	3613	3257	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5933	D4L	3452.1875	85.8750682314	3568	3229	D-edges 31 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5932	COV	3451.0625	60.811664948	3571	3340	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5931	CNM	3448.6875	65.7007598415	3538	3266	D-edges 30 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5930	FAW	3447.8125	52.1406975764	3546	3367	D-edges 35 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5929	E2N	3446.9375	67.0125629546	3563	3322	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5928	EUG	3445.9375	79.8384844154	3611	3317	D-edges 35 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5927	ELK	3445.1875	71.48620387	3542	3282	D-edges 31 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5926	EBG	3444.625	80.1910803955	3646	3280	D-edges 32 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5925	EXC	3444.5625	89.8894937896	3646	3289	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5924	CRD	3443.1875	62.5831634208	3558	3349	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5923	EEW	3442.25	59.8910469102	3555	3329	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5922	DR4	3441.5625	70.5123825562	3599	3295	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5921	CRZ	3439.6875	51.2844015637	3586	3354	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5920	CIM	3439.625	63.7287954931	3555	3350	D-edges 29 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5919	DPZ	3438.375	84.2903278852	3599	3282	D-edges 32 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5918	DOA	3438.3125	48.9077176297	3581	3330	D-edges 33 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5917	D73	3437.3125	60.4914443847	3588	3315	D-edges 32 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5916	FQ7	3435.9375	97.9684060999	3622	3261	D-edges 38 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5915	DOW	3433.75	66.5671653295	3533	3297	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5914	CK7	3433.375	52.1450800651	3507	3325	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5913	EXR	3432.9375	78.3760715636	3584	3304	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5912	E37	3431.125	70.0694967514	3541	3317	D-edges 34 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5911	EFI	3427.9375	64.1711274153	3544	3321	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5910	DKA	3424.125	82.6285929627	3539	3260	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5909	DVW	3421.125	75.1854997656	3587	3324	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5908	DSJ	3419.75	74.8268835379	3574	3292	D-edges 32 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5907	E3P	3418.5	69.1944723226	3539	3308	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5906	DTF	3417.875	54.1258660439	3505	3293	D-edges 31 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5905	ENX	3417.625	52.0322916562	3534	3338	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5904	FIA	3416.4375	54.2597557472	3520	3294	D-edges 37 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5903	DQ4	3411.6875	68.1126995776	3514	3276	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5902	ETX	3407.125	74.4008358488	3512	3220	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5901	E5X	3399.4375	74.4672484637	3527	3272	D-edges 34 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5900	DMQ	3398.5	51.8230161222	3491	3255	D-edges 30 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5899	EXS	3397.6875	72.8120171658	3521	3262	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5898	EVE	3397.4375	70.17920699	3518	3200	D-edges 30 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5897	D4I	3397.25	59.1285675456	3503	3302	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5896	CIB	3396.5625	81.2303582028	3523	3223	D-edges 33 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5895	DKX	3396.3125	57.3767360848	3504	3307	D-edges 33 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5894	FBF	3384.875	86.5757435717	3553	3219	D-edges 37 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5893	EB3	3383.0	56.7978872847	3450	3236	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5892	FFR	3381.375	51.6767295308	3497	3276	D-edges 36 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5891	CZP	3379.3125	56.647725848	3506	3242	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5890	CF4	3370.0	46.020375922	3453	3299	D-edges 32 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5889	DPY	3368.4375	53.7540332789	3508	3286	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5888	FJR	3366.9375	44.4514745959	3451	3272	D-edges 35 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5887	CIK	3360.1875	52.932998628	3494	3277	D-edges 32 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5886	EJS	3359.0625	88.9947110437	3515	3219	D-edges 35 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5885	CE2	3358.0625	71.7308064485	3491	3214	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5884	D7C	3340.75	61.8753787867	3435	3235	D-edges 33 	D-max-degree 10 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5883	CKF	3340.4375	54.1986724353	3449	3250	D-edges 30 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5882	CJ3	3335.5625	67.2829554475	3438	3213	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5881	CZR	3334.0625	81.8454860927	3469	3175	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5880	CNR	3331.3125	71.0965178033	3451	3142	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5879	EC7	3323.125	55.9440289486	3423	3177	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5878	DUD	3315.75	62.7758910729	3416	3204	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
