
5999	AKN	11033.125	415.519986733	11920	10462	D-edges 643 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5949	AG3	10345.5625	541.643213835	11428	9297	D-edges 652 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5948	XM	10326.5	736.860824715	11355	9091	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5947	AQ2	10319.0	421.701612518	10914	9348	D-edges 639 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5946	ABM	10319.0	570.237450541	11337	9546	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5945	ABI	10316.8125	542.408773292	11310	9503	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5944	XL	10292.8125	481.438368167	11323	9510	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5943	AHF	10282.9375	906.828778543	11695	8425	D-edges 619 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5942	AQN	10261.0	609.249230611	11759	9594	D-edges 641 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5941	52	10246.3125	667.119247094	11422	9091	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5940	AE6	10229.125	507.815280762	11074	9292	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5939	ANX	10226.375	657.689029386	11688	9156	D-edges 641 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5938	6L	10222.8125	471.703193061	11073	9608	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5937	5K	10222.125	559.227801862	11170	8997	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5936	ADL	10203.0	416.10305214	10893	9406	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5935	AF4	10167.5	402.527328265	10787	9279	D-edges 637 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5934	G5	10162.4375	1065.25219835	11554	7762	D-edges 600 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5933	YM	10147.1875	594.239558044	11263	8781	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5932	2Y	10139.8125	596.68597465	11048	8939	D-edges 646 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5931	IE	10137.8125	1008.22661259	11444	8164	D-edges 620 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5930	AEW	10137.0625	624.529669907	11376	9163	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5929	AGL	10132.1875	587.6836116	11243	8939	D-edges 659 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5928	AF7	10114.375	1173.38265684	11472	7041	D-edges 607 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5927	AGW	10114.3125	723.907860051	11197	8401	D-edges 651 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5926	AAM	10097.25	668.009122318	11595	8914	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5925	MC	10091.6875	379.852392179	10629	9392	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5924	2G	10086.8125	551.565864012	11151	9119	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5923	US	10084.3125	552.523044627	10696	8755	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5922	ANI	10083.125	491.30157172	11130	9503	D-edges 651 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5921	ARX	10077.375	883.866143358	11697	8370	D-edges 612 	D-max-degree 37 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5920	2Z	10070.3125	561.85804688	11276	8947	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5919	V6	10059.3125	671.360998155	11182	8831	D-edges 651 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5918	3U	10058.75	609.432163985	10965	9148	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5917	ALN	10056.3125	593.897794106	11262	9028	D-edges 653 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5916	VU	10054.5	464.102628736	10799	8977	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5915	AEV	10051.5	624.033953403	11110	9041	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5914	7A	10045.3125	601.807872035	10917	8832	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5913	AIS	10043.3125	657.863085941	11359	8837	D-edges 635 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5912	OL	10039.3125	572.077979688	11588	9139	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5911	TI	10032.8125	728.985443849	11133	9003	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5910	MA	10026.875	460.88039053	10842	9042	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5909	AHI	10018.5625	756.759123562	11076	8256	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5908	ZI	10006.625	622.882199437	11182	8909	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5907	AAA	10005.75	500.911356929	10995	9038	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5906	OQ	9998.6875	556.9994074	10892	8638	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5905	RW	9997.875	441.289569756	10572	8929	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5904	ADM	9996.8125	764.739679462	11816	8849	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5903	6J	9996.8125	547.570454228	10737	8478	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5902	NN	9995.3125	619.089322993	11019	8258	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5901	SB	9991.625	692.191707098	10734	7939	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5900	AAB	9991.0	714.230092477	11346	8565	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
