
5999	AJ5	317103.9375	6417.70131617	327895	306766	D-edges 636 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5950	4B	303156.5	6446.05038958	316843	293824	D-edges 639 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5949	3I	303032.9375	6707.17473558	319763	294693	D-edges 641 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 43 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 43 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5948	ZT	302294.75	3930.70861137	307976	293654	D-edges 624 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5947	2B	301833.5	5152.61656831	309303	291834	D-edges 631 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5946	XF	300953.4375	5822.50781417	310090	290799	D-edges 619 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5945	4M	300919.625	5653.89607787	309617	289626	D-edges 641 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 43 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 43 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5944	ZG	300518.8125	5872.91266344	309709	289945	D-edges 620 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5943	YP	300220.375	4132.2618636	306965	293632	D-edges 618 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5942	SI	299771.5	6405.93827046	310510	290497	D-edges 624 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5941	TW	299710.0625	11410.2165321	315771	277332	D-edges 662 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5940	YC	299432.375	6189.03822168	314047	289533	D-edges 620 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5939	WH	299145.875	5441.27715793	311219	291659	D-edges 618 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5938	Q7	298675.3125	4579.93447986	307929	290234	D-edges 620 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5937	YK	298217.5625	4764.74869443	310703	290456	D-edges 623 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5936	SZ	298216.875	4783.05638263	304743	286536	D-edges 620 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5935	RK	298111.25	6176.43424133	307879	279672	D-edges 617 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5934	YJ	298028.5	6017.08010583	307271	290035	D-edges 614 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 68 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5933	YU	297956.625	5518.85457857	309503	287345	D-edges 619 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5932	UA	297925.4375	5085.63258072	305640	290593	D-edges 623 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5931	Q6	297855.5625	5756.40308666	305650	283255	D-edges 619 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5930	VV	297742.0625	5010.4881183	306187	285572	D-edges 622 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5929	RZ	297288.125	5707.04267632	308158	287223	D-edges 623 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5928	NO	296992.8125	5929.29556544	304019	285218	D-edges 619 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5927	O7	296821.625	7190.09050599	311062	282577	D-edges 639 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5926	RX	296732.3125	7031.97954632	311196	283555	D-edges 622 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5925	VJ	296688.25	6686.10349438	308900	285115	D-edges 618 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5924	3K	296680.125	5823.63478503	306944	285869	D-edges 641 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 43 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 43 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5923	PK	296662.6875	6471.8769082	306953	286537	D-edges 625 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5922	YS	296599.0625	7854.20443512	306131	277410	D-edges 609 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 69 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5921	OW	296577.0625	6939.5229165	307006	277776	D-edges 616 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5920	WB	296571.1875	5602.94707296	308027	288619	D-edges 610 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 69 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5919	TX	296464.0	5517.38190857	306128	285046	D-edges 621 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5918	TD	296369.5625	5329.3586618	306267	283613	D-edges 600 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 33 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 33 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5917	PA	296139.0625	5514.22101784	305815	288082	D-edges 619 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5916	VP	296106.5625	4093.81335018	303013	288055	D-edges 623 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5915	NI	296081.25	4530.55631932	305633	290447	D-edges 617 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5914	MJ	296074.6875	4764.82625232	303036	287860	D-edges 618 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5913	TH	296047.5	5764.18622834	304184	283695	D-edges 625 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5912	NE	296035.125	5505.60559651	305239	285095	D-edges 622 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5911	LS	295991.0	8146.59899897	308962	280028	D-edges 638 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5910	LI	295976.75	5658.26086907	304395	282651	D-edges 615 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 18 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5909	PB	295901.625	4532.14165537	304033	289678	D-edges 619 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5908	NX	295900.8125	6698.78803608	305852	286424	D-edges 621 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5907	SM	295880.875	4123.99958892	302611	285243	D-edges 620 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5906	P7	295855.5625	5349.24023774	305715	281423	D-edges 616 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5905	XQ	295758.25	5304.59980229	303640	286014	D-edges 628 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5904	XA	295733.3125	8129.63090121	313250	284320	D-edges 621 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5903	NZ	295688.875	5717.76586477	305638	286911	D-edges 624 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5902	SP	295611.8125	4649.56226728	304824	288793	D-edges 624 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
