
5999	BCJ	13789.875	217.585866671	14114	13355	D-edges 334 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 32 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5950	AWK	13413.3125	174.339725375	13707	13176	D-edges 351 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 19 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5949	A5T	13411.125	196.669734263	13741	13109	D-edges 344 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 28 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5948	A2R	13404.8125	162.779075264	13735	13157	D-edges 345 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 31 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5947	AYD	13402.9375	137.305530092	13644	13137	D-edges 350 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5946	AVB	13396.4375	215.358122888	13773	13019	D-edges 346 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5945	AXL	13394.5	180.705907485	13659	13078	D-edges 354 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 28 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5944	AXM	13385.8125	183.086120019	13687	13137	D-edges 348 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 35 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5943	AV5	13382.875	223.585239618	13674	12939	D-edges 345 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5942	A3K	13377.0625	247.08259468	13704	12645	D-edges 349 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5941	AO6	13375.5625	199.949358823	13644	13006	D-edges 345 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 31 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 11
5940	ZH	13375.3125	194.054669729	13609	12870	D-edges 347 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5939	ASL	13373.875	173.243280894	13606	12918	D-edges 346 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5938	AAM	13373.5625	237.381804471	13698	13046	D-edges 358 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5937	A3V	13369.625	207.524659679	13716	12988	D-edges 348 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5936	A45	13362.75	234.202770052	13783	12923	D-edges 340 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 27 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5935	AUX	13341.8125	427.203437888	14242	12644	D-edges 346 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 25 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 27 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5934	ATC	13341.1875	220.364816483	13673	12940	D-edges 352 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5933	A2A	13338.75	267.624620504	13811	12760	D-edges 349 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5932	ATD	13335.0	226.286323051	13837	12819	D-edges 348 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5931	WS	13326.875	185.270705658	13697	13003	D-edges 349 	D-max-degree 19 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 21 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5930	ATY	13324.875	265.156528064	13864	12858	D-edges 342 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 11
5929	AYN	13320.6875	293.85130567	13658	12574	D-edges 347 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5928	ARQ	13317.6875	287.152555001	13876	12731	D-edges 353 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 25 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5927	AVQ	13317.3125	211.450856805	13637	12963	D-edges 350 	D-max-degree 25 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 37 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5926	AVM	13317.0625	207.237022739	13733	12813	D-edges 352 	D-max-degree 22 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 29 	NSUC.disc 10 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5925	AP7	13307.125	341.082994849	14005	12368	D-edges 350 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5924	AWT	13295.875	173.125631768	13575	12918	D-edges 348 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5923	BBQ	13295.5625	243.841641427	13811	12847	D-edges 345 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5922	AOH	13289.1875	415.821659301	13973	12213	D-edges 359 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5921	22	13288.6875	205.421128036	13690	12939	D-edges 348 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5920	3T	13287.25	214.517627481	13677	12840	D-edges 350 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5919	A3N	13287.125	259.54331888	13655	12609	D-edges 360 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5918	ASE	13282.0625	263.791458531	13707	12685	D-edges 350 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 20 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5917	ASM	13280.25	165.780163168	13486	12982	D-edges 354 	D-max-degree 23 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 26 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5916	AYC	13276.5	202.711309502	13611	12949	D-edges 350 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5915	A3M	13275.4375	303.226600241	14006	12763	D-edges 340 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5914	AVH	13273.125	290.040271988	13667	12465	D-edges 345 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 22 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5913	A26	13269.875	222.182603673	13562	12741	D-edges 340 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5912	VW	13265.125	279.914021398	13628	12576	D-edges 351 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5911	BEZ	13259.875	230.948553524	13575	12728	D-edges 332 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5910	XH	13255.1875	143.676380605	13452	12956	D-edges 343 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5909	A52	13241.0625	249.086949866	13734	12683	D-edges 345 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5908	ZP	13235.8125	327.54087889	13959	12557	D-edges 347 	D-max-degree 20 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 11
5907	AZM	13228.9375	298.704383285	13638	12523	D-edges 355 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 26 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5906	UX	13218.3125	165.482898947	13482	12943	D-edges 345 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 11
5905	SZ	13210.875	248.293645458	13612	12739	D-edges 343 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 26 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5904	AI3	13197.8125	268.299091209	13581	12489	D-edges 344 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
5903	WZ	13194.0625	192.981044649	13505	12780	D-edges 341 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 30 	DD 21 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5902	A2F	13190.4375	189.001643098	13592	12892	D-edges 346 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 11
5901	VN	13190.3125	195.053107752	13549	12818	D-edges 342 	D-max-degree 19 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 11
