
5999	APP	5892.3125	61.1889683174	6025	5767	D-edges 115 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5754	UK	4902.4375	120.541470431	5258	4783	D-edges 102 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5753	FY	4901.375	54.842815163	5003	4820	D-edges 111 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 11 	all_loopy_nodes 11 	conn_loopy_nodes 0
5752	CG	4898.9375	29.0139379221	4939	4840	D-edges 103 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5751	ED	4894.75	33.9530926426	4953	4833	D-edges 115 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5750	QK	4889.625	44.4028081882	4981	4810	D-edges 114 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5749	CI	4889.625	51.1772349292	4974	4778	D-edges 107 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5748	UA	4885.8125	42.1117839061	4955	4818	D-edges 115 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5747	HF	4879.3125	98.944251191	5073	4744	D-edges 103 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5746	NJ	4877.125	40.3451902338	4932	4803	D-edges 114 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5745	GL	4874.0	102.102277154	5037	4711	D-edges 116 	D-max-degree 19 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5744	HB	4868.6875	41.8848402617	4930	4793	D-edges 109 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5743	AV	4868.25	136.450311469	5034	4611	D-edges 95 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5742	H6	4868.1875	42.41936284	4995	4792	D-edges 101 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5741	AF	4867.8125	187.411051819	5110	4531	D-edges 90 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5740	JU	4867.5	46.3963899458	4949	4756	D-edges 100 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5739	H5	4864.8125	58.8920821822	4982	4761	D-edges 103 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5738	AG	4863.4375	201.070562474	5137	4547	D-edges 105 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5737	CV	4861.5	43.9531000044	4930	4777	D-edges 115 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5736	DL	4843.5625	36.6144929468	4898	4767	D-edges 108 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5735	FS	4843.25	50.525364917	4942	4761	D-edges 97 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5734	HC	4839.4375	36.7116615498	4913	4772	D-edges 105 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5733	BA	4830.25	47.9433259172	4925	4761	D-edges 100 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5732	HP	4828.625	77.1256077772	4954	4670	D-edges 112 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5731	CD	4828.625	184.732873022	5125	4532	D-edges 94 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5730	A7	4828.0	46.6100847457	4904	4751	D-edges 98 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5729	BG	4825.5625	62.9731775739	4927	4713	D-edges 99 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5728	AP	4819.8125	179.241882226	5172	4620	D-edges 97 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5727	M	4817.875	51.5714007469	4884	4691	D-edges 105 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5726	GW	4813.1875	63.2190821173	4914	4643	D-edges 104 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5725	A5	4811.0625	130.741380572	4994	4595	D-edges 92 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5724	DK	4810.3125	58.7406575019	4888	4677	D-edges 110 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5723	AI	4809.75	45.8646105402	4898	4735	D-edges 95 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5722	BQ	4809.5	45.5151073821	4878	4725	D-edges 96 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 0 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5721	AH	4808.6875	87.7551414092	4954	4568	D-edges 101 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5720	B6	4807.9375	51.0189532796	4880	4712	D-edges 108 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5719	AW	4803.375	75.9250246954	4948	4627	D-edges 96 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5718	FT	4791.5	51.5957847115	4896	4714	D-edges 105 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5717	AE	4791.1875	76.1710400595	4925	4680	D-edges 86 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5716	BB	4789.4375	46.8254321256	4909	4720	D-edges 108 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5715	AN	4788.5	43.0581002832	4872	4709	D-edges 111 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5714	A	4780.0	45.2603579305	4856	4702	D-edges 89 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5713	I	4778.6875	35.4201897757	4843	4701	D-edges 104 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5712	Q	4777.1875	41.3494539716	4850	4710	D-edges 100 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5711	DV	4773.875	32.2487887369	4828	4713	D-edges 104 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5710	CX	4772.875	53.3442534393	4863	4654	D-edges 94 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5709	A4	4772.6875	40.8437858646	4844	4697	D-edges 104 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 5 	conn_loopy_nodes 5
5708	O	4772.1875	39.6992108706	4825	4678	D-edges 92 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5707	CH	4769.5625	64.3136540227	4863	4650	D-edges 102 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5706	DB	4766.3125	87.5355061889	4885	4632	D-edges 97 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5705	A2	4764.3125	86.2479845779	4897	4628	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5704	B5	4760.4375	73.9687169941	4912	4647	D-edges 107 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5703	EI	4759.9375	51.0005744453	4865	4676	D-edges 93 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5702	AO	4752.0	130.968507665	5181	4611	D-edges 102 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5701	BF	4751.8125	44.9015850917	4822	4658	D-edges 91 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5700	CW	4743.0	41.5647085879	4812	4652	D-edges 104 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5699	GV	4739.125	53.1975974551	4841	4654	D-edges 122 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5698	D	4736.0625	43.5968300883	4827	4660	D-edges 100 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5697	KJ	4735.8125	44.7635716152	4825	4653	D-edges 99 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 11 	conn_loopy_nodes 11
5696	CE	4730.8125	38.4174744582	4799	4670	D-edges 98 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5695	X	4728.375	34.1629825249	4782	4662	D-edges 104 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5694	DP	4715.0	42.4558594307	4787	4606	D-edges 100 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
