
5999	D2Q	16824.0	82.245060642	16978	16646	D-edges 762 	D-max-degree 40 	D-min-degree 22 	D-max-in-degree 23 	D-min-in-degree 10 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 132 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5950	DEG	16537.1875	114.664847899	16813	16404	D-edges 741 	D-max-degree 40 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 131 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5949	DGX	16534.5	91.4432884361	16736	16368	D-edges 746 	D-max-degree 42 	D-min-degree 20 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 124 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5948	DKT	16527.125	79.8521093961	16698	16397	D-edges 741 	D-max-degree 40 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 133 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5947	DHL	16524.25	118.395259618	16845	16350	D-edges 746 	D-max-degree 43 	D-min-degree 20 	D-max-in-degree 23 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 121 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 43 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5946	DMS	16523.625	104.127851101	16730	16350	D-edges 754 	D-max-degree 40 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 134 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5945	DLD	16519.1875	115.077809954	16716	16272	D-edges 741 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 130 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5944	DEN	16518.75	122.971287299	16745	16313	D-edges 739 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 128 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5943	DOV	16511.0	128.035151423	16795	16273	D-edges 742 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 129 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5942	DNX	16507.6875	170.910326908	16904	16234	D-edges 737 	D-max-degree 41 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 133 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5941	DEH	16503.375	92.3010529463	16647	16346	D-edges 738 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5940	C6X	16499.0	124.452300099	16770	16279	D-edges 748 	D-max-degree 40 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 130 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5939	DGU	16498.75	131.371372452	16702	16230	D-edges 740 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5938	DDO	16493.5	130.94082633	16705	16243	D-edges 740 	D-max-degree 41 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5937	CUC	16489.5625	88.4469959566	16606	16258	D-edges 736 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5936	DOR	16487.625	108.403687091	16695	16242	D-edges 750 	D-max-degree 41 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 134 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5935	C4D	16485.25	105.339035974	16718	16332	D-edges 738 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5934	DGH	16481.5	124.903462722	16741	16271	D-edges 738 	D-max-degree 40 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 130 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5933	DIF	16479.8125	129.722886738	16744	16239	D-edges 746 	D-max-degree 40 	D-min-degree 20 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5932	DFF	16477.0	108.647940616	16648	16224	D-edges 741 	D-max-degree 40 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 131 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5931	DNW	16475.875	138.824473257	16708	16165	D-edges 759 	D-max-degree 41 	D-min-degree 20 	D-max-in-degree 22 	D-min-in-degree 9 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 138 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 45 	NSUC.conn 45 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5930	DEF	16467.8125	114.614690785	16661	16200	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 128 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5929	DQQ	16466.4375	163.631051741	16734	16141	D-edges 755 	D-max-degree 40 	D-min-degree 20 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 130 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5928	CZQ	16464.125	119.440296278	16620	16210	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5927	DC7	16463.0	137.686237511	16791	16264	D-edges 743 	D-max-degree 40 	D-min-degree 20 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 122 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5926	C7O	16462.9375	82.482171369	16622	16333	D-edges 739 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 128 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5925	DOI	16453.4375	128.168818727	16678	16161	D-edges 739 	D-max-degree 41 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 130 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5924	C7S	16452.625	96.7399058042	16701	16289	D-edges 741 	D-max-degree 40 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 132 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5923	C53	16452.3125	132.411158305	16646	16111	D-edges 739 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 128 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5922	DOF	16450.6875	78.8302914098	16606	16277	D-edges 747 	D-max-degree 40 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 131 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5921	DOB	16443.0625	104.099993246	16580	16252	D-edges 755 	D-max-degree 40 	D-min-degree 20 	D-max-in-degree 23 	D-min-in-degree 9 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 118 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5920	CZL	16433.5	136.17589728	16696	16217	D-edges 734 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 124 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5919	C4U	16430.5	87.5628345818	16553	16314	D-edges 737 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 125 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5918	DAG	16426.25	154.606557105	16739	16118	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5917	DDN	16421.1875	80.9160203158	16566	16289	D-edges 743 	D-max-degree 42 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 124 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 23
5916	CZH	16417.25	139.499327955	16704	16115	D-edges 738 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 121 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 23
5915	DGG	16412.4375	124.30153295	16611	16183	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5914	C5B	16409.9375	103.886638187	16641	16241	D-edges 735 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5913	CLI	16409.3125	110.522463073	16577	16195	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5912	C2T	16408.4375	102.713782394	16579	16223	D-edges 739 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5911	C52	16408.1875	99.2384872101	16644	16287	D-edges 739 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 133 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5910	CW7	16407.9375	96.8132666206	16567	16219	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 126 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5909	C6N	16407.5625	110.19809932	16639	16278	D-edges 735 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 125 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5908	C72	16407.3125	123.732432465	16691	16250	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5907	C4V	16403.5	117.493084903	16670	16104	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5906	DOC	16403.1875	105.673565019	16573	16210	D-edges 741 	D-max-degree 41 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 121 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5905	B63	16401.9375	126.333620204	16591	16179	D-edges 738 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 128 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5904	DC5	16401.25	109.466604497	16609	16242	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5903	COP	16397.625	85.6124078332	16531	16207	D-edges 736 	D-max-degree 41 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 125 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5902	DD3	16394.375	99.5438816553	16574	16206	D-edges 737 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 127 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
