
5999	AZH	239162.625	3520.07652394	245861	232791	D-edges 344 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 25 	NSUC.disc 12 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 12 	NSUC.conn 0
5756	DI	135442.1875	2257.28105856	140536	132137	D-edges 307 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 21 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5755	LF	134687.9375	2029.95909653	140108	132064	D-edges 329 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5754	DU	134508.125	2278.00348098	139196	130383	D-edges 325 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 16 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5753	DM	134425.3125	1976.81991209	138727	131120	D-edges 306 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 21 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5752	RW	134044.8125	6426.25408207	147643	121721	D-edges 346 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5751	RB	134038.75	3241.65265528	141079	128692	D-edges 342 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5750	FE	133970.0	2598.89777117	139164	130350	D-edges 311 	D-max-degree 22 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5749	FL	133568.4375	1545.54832377	135799	130281	D-edges 344 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5748	FK	133562.75	2753.41032857	138671	128528	D-edges 312 	D-max-degree 22 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5747	CM	133538.1875	2720.163649	139637	128647	D-edges 296 	D-max-degree 19 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5746	24	133450.5625	2685.79194486	137503	129232	D-edges 344 	D-max-degree 23 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5745	I7	133189.5	1960.43687733	138573	129899	D-edges 338 	D-max-degree 23 	D-min-degree 9 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 16 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5744	FJ	133153.5625	2106.19057687	137039	128751	D-edges 343 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5743	EE	133083.4375	2106.32855844	135682	129054	D-edges 316 	D-max-degree 21 	D-min-degree 3 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5742	KZ	133053.0	12747.5662677	158525	119032	D-edges 368 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 17 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5741	EN	132981.375	1875.75471061	136972	130214	D-edges 308 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 20 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5740	GE	132978.1875	3102.82259038	137269	126142	D-edges 336 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 20 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5739	FU	132605.5	2429.74134426	136464	127979	D-edges 352 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5738	SA	132348.0	2135.78799861	136902	129304	D-edges 333 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 26 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5737	AE	132326.5625	2202.50505019	138379	128974	D-edges 315 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 0 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5736	ES	131815.625	2443.6188296	137692	126980	D-edges 325 	D-max-degree 19 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5735	DG	131692.0	2680.25446553	136509	124991	D-edges 336 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5734	D3	131672.6875	1591.98687647	134044	129005	D-edges 317 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 0 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5733	E3	131667.5625	3233.77121115	136837	126221	D-edges 326 	D-max-degree 19 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5732	ET	131573.25	2597.81332326	138544	128156	D-edges 326 	D-max-degree 19 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5731	QB	131512.375	13189.5340274	155766	116201	D-edges 339 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 10 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 3
5730	FI	131414.6875	2770.5038287	135977	126058	D-edges 341 	D-max-degree 21 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5729	L6	131068.125	3123.19889847	137047	126359	D-edges 336 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5728	B7	130974.9375	2822.44491684	137719	127199	D-edges 319 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5727	QC	130867.625	2693.99579795	136935	126907	D-edges 351 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 17 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5726	AKT	130521.5625	3402.85747514	137080	125947	D-edges 342 	D-max-degree 20 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 19 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5725	SG	130422.4375	3230.19252462	137304	123919	D-edges 334 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5724	AQY	130155.8125	2667.75777149	134300	124027	D-edges 337 	D-max-degree 19 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5723	HQ	130140.125	6123.3354256	139680	121827	D-edges 326 	D-max-degree 22 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 11 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5722	IW	129847.6875	18887.1787753	158126	101418	D-edges 347 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 10 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
5721	AXU	129798.625	2626.61540473	134344	125743	D-edges 346 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5720	DX	129562.125	2229.22730097	132643	125465	D-edges 319 	D-max-degree 21 	D-min-degree 3 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5719	CW	129169.4375	2851.64057975	134616	125082	D-edges 325 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5718	CV	128896.125	2701.06700849	133975	124189	D-edges 325 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5717	IR	128752.5	2002.91206747	132872	125566	D-edges 334 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5716	HP	128694.25	2501.56752108	133345	124297	D-edges 345 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 30 	DD 18 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5715	CH	128584.3125	2250.99713235	132422	124696	D-edges 328 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5714	KI	127637.8125	1743.37342596	130050	123674	D-edges 325 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5713	FN	127463.875	3971.66237039	137791	121453	D-edges 337 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 25 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5712	SZ	127406.375	23144.5249867	158723	101580	D-edges 355 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 3 	NSUC.conn 3
5711	GS	127220.9375	3359.82863158	132055	120398	D-edges 353 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 19 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5710	Y	126726.9375	3530.89306105	135170	121190	D-edges 316 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 21 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5709	LP	126513.5	3186.10918677	131261	120943	D-edges 352 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5708	BX	126495.8125	2359.08327584	130028	122926	D-edges 318 	D-max-degree 22 	D-min-degree 3 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5707	BM	126430.9375	2142.1556161	131271	123054	D-edges 315 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 15 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5706	AI	126384.3125	2960.81331138	132536	120922	D-edges 316 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 21 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5705	CK	126294.1875	3022.21713355	131780	122445	D-edges 335 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5704	H2	126195.125	3612.01091629	131108	119718	D-edges 345 	D-max-degree 22 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5703	T	126130.625	1516.48350943	129928	124264	D-edges 314 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5702	A3	126074.875	2111.54294519	130250	121823	D-edges 335 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 13 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5701	EI	126036.5	2906.49621538	131790	121391	D-edges 310 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5700	FA	126027.6875	2371.56382264	129478	118948	D-edges 320 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5699	BV	125857.25	2263.3160821	130467	122819	D-edges 311 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5698	BS	125561.875	2687.80344508	131347	121944	D-edges 320 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5697	HV	125256.125	3491.92597063	135900	120674	D-edges 317 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5696	DF	125181.0	2086.71796729	130189	122061	D-edges 330 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
