
5999	DGI	1115.375	41.4726943301	1164	995	D-edges 349 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 26 	NSUC.disc 12 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 12 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5950	DDD	1087.0625	53.6906285468	1150	955	D-edges 355 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5949	DH5	1087.0	51.7179852662	1142	992	D-edges 348 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5948	CRO	1086.6875	55.7827468287	1149	983	D-edges 347 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5947	DEZ	1086.4375	52.8204136083	1137	976	D-edges 353 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5946	DJQ	1086.3125	50.3136645828	1147	977	D-edges 352 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5945	BM2	1085.5	24.5764114549	1129	1039	D-edges 347 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5944	BT4	1085.0	18.2893411582	1120	1051	D-edges 350 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5943	DHS	1084.6875	53.9406140468	1124	925	D-edges 352 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5942	CSF	1084.625	37.1178444283	1131	981	D-edges 351 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5941	CNB	1084.1875	44.764967818	1130	951	D-edges 357 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 10
5940	CK4	1083.9375	55.4937707653	1136	946	D-edges 352 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5939	B3P	1083.875	54.3126078825	1167	972	D-edges 351 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5938	CIB	1083.5625	47.7401413252	1144	975	D-edges 352 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5937	CX6	1083.1875	50.2235238086	1139	959	D-edges 353 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5936	CTL	1083.1875	51.2874482086	1149	966	D-edges 344 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5935	BYL	1083.1875	30.6231504544	1117	1011	D-edges 350 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5934	CNC	1082.75	50.0206207478	1149	975	D-edges 350 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5933	CNO	1082.0625	57.4123993032	1167	946	D-edges 351 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 29 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 12
5932	DFO	1081.9375	64.4694392232	1150	956	D-edges 352 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5931	BUS	1081.875	49.1399468355	1161	962	D-edges 352 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5930	DE6	1081.75	51.5660983593	1157	961	D-edges 353 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 21 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5929	CVB	1081.25	59.5446261219	1151	975	D-edges 350 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5928	CK5	1081.25	53.6790229047	1132	957	D-edges 354 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5927	CC7	1081.25	60.9349037908	1151	945	D-edges 350 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5926	C7T	1081.125	52.8546059961	1133	974	D-edges 355 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5925	CIA	1080.6875	53.918594601	1137	951	D-edges 352 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5924	DJG	1080.4375	20.3622467756	1121	1051	D-edges 341 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 21 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5923	C27	1079.8125	50.5361488813	1135	976	D-edges 344 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5922	C7K	1079.5625	56.0233977348	1140	967	D-edges 349 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5921	CXT	1079.3125	57.1999986342	1142	952	D-edges 354 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5920	BSX	1079.1875	54.1931946258	1142	966	D-edges 351 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5919	CJ6	1079.125	52.4665071736	1145	986	D-edges 344 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5918	C46	1078.8125	61.4432855872	1134	951	D-edges 342 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5917	CLF	1078.6875	29.4485117408	1117	995	D-edges 328 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 20 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5916	CU4	1078.125	60.0404811356	1162	959	D-edges 345 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5915	CDP	1077.8125	47.6802091412	1138	966	D-edges 351 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5914	BYP	1077.4375	47.0995869807	1126	963	D-edges 357 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5913	DCG	1077.25	60.6789708219	1158	946	D-edges 354 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5912	DAD	1076.6875	47.1350702105	1130	964	D-edges 349 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5911	C5L	1076.3125	49.8820092193	1128	969	D-edges 346 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5910	BYR	1075.8125	42.3854614668	1130	980	D-edges 349 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5909	BWD	1075.625	58.0504898773	1148	949	D-edges 350 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5908	CZ4	1074.9375	48.5868664739	1147	955	D-edges 358 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 10
5907	CDJ	1074.4375	49.6751556993	1133	970	D-edges 333 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 23 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 10
5906	DIF	1074.3125	34.1718428498	1124	1013	D-edges 344 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5905	DC7	1074.0	55.3522808925	1137	967	D-edges 351 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 10
5904	CZ3	1073.4375	37.2323259245	1112	958	D-edges 348 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5903	CAT	1073.3125	38.5725270594	1118	998	D-edges 351 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
5902	C22	1073.1875	45.6443024237	1150	972	D-edges 349 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 10
