
5999	CSY	12676.5	140.760434782	12958	12478	D-edges 202 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 18 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5949	ARW	12287.875	114.437687739	12406	12058	D-edges 195 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 18 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5948	AUQ	12286.25	152.24712641	12619	11998	D-edges 200 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 18 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5947	BV6	12268.625	88.4377429325	12419	12096	D-edges 198 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5946	BV4	12257.6875	102.522387037	12495	12107	D-edges 197 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5945	AUR	12254.125	138.383920218	12484	12034	D-edges 197 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5944	B4M	12253.25	130.178003134	12435	11962	D-edges 197 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5943	AR6	12249.25	154.017247411	12554	11975	D-edges 195 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5942	B6Q	12246.875	132.870178652	12448	12010	D-edges 197 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 17 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5941	ANS	12236.1875	140.499207627	12430	11833	D-edges 189 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5940	BUB	12235.3125	147.097212223	12544	11963	D-edges 196 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5939	AQW	12227.9375	94.883789942	12387	12035	D-edges 192 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5938	BQ7	12211.75	100.934694233	12438	12054	D-edges 206 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5937	ALW	12202.8125	138.927687463	12344	11909	D-edges 198 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 18 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5936	BCB	12197.125	99.6812889915	12439	12027	D-edges 194 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5935	BHS	12192.4375	68.4707681697	12362	12060	D-edges 200 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 18 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5934	ALZ	12182.0	114.008223388	12382	12006	D-edges 195 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5933	AJN	12179.375	119.340309095	12317	11884	D-edges 192 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5932	AEI	12175.3125	84.377661995	12375	11997	D-edges 192 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5931	BOT	12174.625	93.2609745553	12360	12006	D-edges 209 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 14 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5930	B25	12161.0	84.1145052889	12317	11950	D-edges 199 	D-max-degree 15 	D-min-degree 2 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 10 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5929	AJB	12160.5	91.4220979851	12367	12026	D-edges 202 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 13 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5928	AFI	12155.0	102.009190762	12258	11912	D-edges 191 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5927	AJI	12149.125	98.8672563339	12336	11976	D-edges 193 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5926	CBI	12142.1875	110.545363285	12291	11942	D-edges 197 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 13 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5925	AT5	12138.1875	119.541948051	12331	11892	D-edges 190 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5924	ADP	12134.8125	101.491513654	12315	11930	D-edges 194 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5923	CFF	12132.9375	92.4327246907	12265	11979	D-edges 202 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 11 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5922	7Y	12128.125	139.572953594	12328	11813	D-edges 191 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5921	B4L	12125.25	97.9582181341	12258	11954	D-edges 199 	D-max-degree 16 	D-min-degree 2 	D-max-in-degree 10 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5920	CO2	12121.8125	97.1199121898	12324	11886	D-edges 198 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5919	AHW	12112.5	98.3329802254	12254	11956	D-edges 192 	D-max-degree 15 	D-min-degree 2 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 13 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5918	AIP	12110.75	125.01724881	12317	11815	D-edges 192 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 14 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5917	CK3	12096.1875	127.828605342	12317	11805	D-edges 210 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 14 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5916	AAG	12092.3125	83.5072741966	12255	11971	D-edges 197 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 11 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5915	BX2	12084.375	130.801316412	12353	11842	D-edges 193 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5914	BX5	12074.5	120.285597642	12265	11836	D-edges 202 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 11 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5913	BPY	12068.8125	95.1099487107	12261	11885	D-edges 202 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 18 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5912	BEA	12065.5	65.2705906209	12177	11940	D-edges 214 	D-max-degree 20 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5911	AEV	12061.25	110.365585669	12243	11814	D-edges 192 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5910	AFJ	12056.375	87.9565766444	12290	11903	D-edges 193 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5909	B7S	12056.25	113.527804964	12296	11885	D-edges 202 	D-max-degree 16 	D-min-degree 2 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5908	B2T	12044.75	78.1156994464	12171	11886	D-edges 208 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 13 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 37 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5907	AES	12044.625	88.2148478149	12223	11875	D-edges 193 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5906	ALR	12043.75	89.4241997448	12181	11883	D-edges 187 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5905	CBW	12043.5	76.2700793234	12178	11879	D-edges 200 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5904	AQV	12042.6875	95.1313031749	12259	11886	D-edges 196 	D-max-degree 18 	D-min-degree 4 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 36 	DD 11 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5903	CW6	12039.125	77.8426899265	12252	11941	D-edges 202 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5902	AAX	12036.5625	68.5173050678	12135	11883	D-edges 193 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 39 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5901	7E	12034.0	87.9552443007	12188	11855	D-edges 190 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5900	AEU	12031.1875	78.4061690414	12178	11924	D-edges 191 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 35 	DD 13 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
