
5999	D7H	1354.8125	46.9497320945	1415	1278	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5950	DRW	1319.875	25.2236867844	1383	1285	D-edges 629 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5949	D5P	1319.75	26.266661379	1386	1283	D-edges 634 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5948	CWX	1319.75	27.054343459	1356	1273	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5947	DSH	1319.125	38.0999917979	1402	1276	D-edges 635 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5946	DNP	1318.625	27.5768811688	1366	1285	D-edges 630 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5945	DVD	1318.375	35.6350862915	1416	1272	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5944	C57	1318.3125	23.1320090729	1370	1266	D-edges 634 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5943	DOQ	1318.0625	27.8959422452	1364	1259	D-edges 630 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5942	DCN	1317.8125	24.8727228857	1372	1282	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5941	DPV	1317.5	28.6050694808	1378	1271	D-edges 633 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5940	DDU	1317.5	25.9951918631	1374	1281	D-edges 633 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5939	DYD	1317.375	29.4424756941	1398	1260	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5938	DEL	1317.3125	20.2506751431	1366	1288	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5937	DK4	1316.6875	33.3480110914	1369	1246	D-edges 628 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5936	DO6	1316.125	34.3745454515	1395	1244	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5935	DKL	1316.0	30.5961598898	1384	1269	D-edges 630 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5934	DXZ	1315.875	33.9850610563	1381	1261	D-edges 633 	D-max-degree 39 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 22
5933	CY2	1315.8125	25.4047700983	1371	1279	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5932	CYW	1315.5625	19.6308709371	1354	1274	D-edges 637 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5931	C44	1315.125	29.712949618	1371	1259	D-edges 633 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5930	DXX	1314.9375	24.8180094639	1369	1257	D-edges 633 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5929	DXT	1314.875	44.8983226301	1396	1257	D-edges 629 	D-max-degree 38 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5928	DMS	1314.6875	31.501426059	1388	1272	D-edges 633 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5927	DEX	1314.125	23.2106521882	1364	1281	D-edges 634 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5926	CZ2	1313.75	18.4746447868	1358	1287	D-edges 634 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5925	CS3	1313.625	25.3028531	1361	1271	D-edges 633 	D-max-degree 37 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5924	D2J	1312.5625	37.0067033624	1378	1230	D-edges 630 	D-max-degree 39 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 22
5923	CMJ	1312.3125	24.5629770946	1358	1275	D-edges 633 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5922	DMK	1312.1875	26.8589341514	1377	1272	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5921	CTT	1311.875	24.9145414367	1360	1273	D-edges 643 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 43 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 43 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5920	DEW	1311.125	22.0478882209	1349	1251	D-edges 629 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5919	D2M	1310.6875	19.6332586126	1345	1277	D-edges 630 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5918	C5G	1310.4375	19.4356912342	1336	1270	D-edges 634 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5917	DAZ	1310.0	16.4506838764	1341	1283	D-edges 633 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5916	DT7	1309.8125	38.4028298925	1372	1255	D-edges 629 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5915	DB2	1309.5625	19.2872002569	1373	1285	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5914	CHA	1309.5625	27.156879308	1349	1262	D-edges 632 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5913	CH2	1309.4375	23.6272320374	1354	1276	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5912	DJJ	1309.125	25.3916201728	1343	1253	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5911	CZV	1308.625	24.150245858	1364	1267	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5910	C6V	1308.3125	14.1276269681	1329	1285	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5909	DF6	1308.0625	25.9289142416	1354	1256	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5908	CZZ	1307.75	29.0118510268	1346	1253	D-edges 635 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5907	DJ2	1307.3125	31.3861409503	1360	1253	D-edges 629 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5906	CY6	1306.75	23.1719118762	1346	1268	D-edges 633 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5905	D5D	1306.6875	22.292708309	1369	1270	D-edges 630 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5904	CGF	1306.5	28.0935935758	1361	1244	D-edges 631 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5903	C67	1304.75	19.4277507705	1349	1274	D-edges 632 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5902	CG4	1304.3125	26.7131024733	1344	1263	D-edges 632 	D-max-degree 37 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
